"ONTOLOGY","TERM","N","DE","P.DE","FDR"
"BP","thrombocyte differentiation",1,0,1.00000000001616,1
"BP","basophil chemotaxis",1,0,1.00000000002302,1
"BP","platelet degranulation",8,0,1,1
"BP","regulation of antigen processing and presentation",22,0,1,1
"BP","negative regulation of antigen processing and presentation",8,0,1,1
"BP","positive regulation of antigen processing and presentation",10,0,1,1
"BP","regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",5,0,1.0000000000173,1
"BP","negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",3,0,1.00000000000074,1
"BP","positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",2,0,1.00000000001299,1
"BP","regulation of antigen processing and presentation of peptide antigen",6,0,0.999999999998385,1
"BP","negative regulation of antigen processing and presentation of peptide antigen",4,0,1.00000000000514,1
"BP","positive regulation of antigen processing and presentation of peptide antigen",2,0,1.00000000001299,1
"BP","regulation of antigen processing and presentation of peptide antigen via MHC class II",4,0,0.999999999974377,1
"BP","negative regulation of antigen processing and presentation of peptide antigen via MHC class II",2,0,1.00000000001797,1
"BP","positive regulation of antigen processing and presentation of peptide antigen via MHC class II",2,0,1.00000000001299,1
"BP","regulation of antigen processing and presentation of peptide antigen via MHC class I",2,0,1.00000000005843,1
"BP","negative regulation of antigen processing and presentation of peptide antigen via MHC class I",2,0,1.00000000005843,1
"BP","regulation of dendritic cell antigen processing and presentation",10,0,1,1
"BP","negative regulation of dendritic cell antigen processing and presentation",3,0,1.00000000004639,1
"BP","positive regulation of dendritic cell antigen processing and presentation",7,0,1,1
"BP","regulation of macrophage antigen processing and presentation",2,0,1.00000000003046,1
"BP","negative regulation of macrophage antigen processing and presentation",1,0,0.999999999983014,1
"BP","positive regulation of macrophage antigen processing and presentation",1,0,0.999999999981035,1
"BP","regulation of T cell antigen processing and presentation",1,0,0.999999999985781,1
"BP","negative regulation of germinal center formation",2,0,1.00000000003459,1
"BP","positive regulation of germinal center formation",2,0,1.0000000000248,1
"BP","negative regulation of tolerance induction",1,0,1.00000000000404,1
"BP","positive regulation of tolerance induction",12,0,1,1
"BP","regulation of central tolerance induction",1,0,1.00000000001479,1
"BP","positive regulation of central tolerance induction",1,0,1.00000000001479,1
"BP","regulation of tolerance induction to self antigen",1,0,1.00000000001237,1
"BP","positive regulation of tolerance induction to self antigen",1,0,1.00000000001237,1
"BP","regulation of tolerance induction dependent upon immune response",2,0,1.00000000000811,1
"BP","positive regulation of tolerance induction dependent upon immune response",1,0,0.999999999979074,1
"BP","regulation of peripheral tolerance induction",1,0,0.999999999979074,1
"BP","positive regulation of peripheral tolerance induction",1,0,0.999999999979074,1
"BP","regulation of B cell tolerance induction",2,0,1.00000000001694,1
"BP","positive regulation of B cell tolerance induction",2,0,1.00000000001694,1
"BP","regulation of T cell tolerance induction",14,0,1,1
"BP","positive regulation of T cell tolerance induction",10,0,1,1
"BP","regulation of T cell anergy",9,0,1,1
"BP","positive regulation of T cell anergy",6,0,1.00000000002714,1
"BP","negative regulation of acute inflammatory response",12,0,1,1
"BP","regulation of chronic inflammatory response",9,0,1,1
"BP","negative regulation of chronic inflammatory response",4,0,1.00000000001618,1
"BP","positive regulation of chronic inflammatory response",4,0,1.00000000000248,1
"BP","respiratory burst involved in defense response",16,0,1,1
"BP","somatic recombination of T cell receptor gene segments",4,0,0.999999999990219,1
"BP","negative regulation of leukocyte migration",57,0,1,1
"BP","negative regulation of leukocyte chemotaxis",23,0,1,1
"BP","negative regulation of cellular extravasation",9,0,1,1
"BP","positive regulation of cellular extravasation",17,0,1,1
"BP","negative regulation of T cell mediated immunity",35,0,1,1
"BP","negative regulation of natural killer cell mediated immunity",26,0,1,1
"BP","regulation of B cell cytokine production",1,0,0.999999999961901,1
"BP","regulation of T cell cytokine production",40,0,1,1
"BP","negative regulation of T cell cytokine production",10,0,1,1
"BP","positive regulation of T cell cytokine production",28,0,1,1
"BP","negative regulation of natural killer cell cytokine production",2,0,1.00000000005664,1
"BP","regulation of dendritic cell cytokine production",16,0,1,1
"BP","negative regulation of dendritic cell cytokine production",2,0,1.00000000004119,1
"BP","positive regulation of dendritic cell cytokine production",11,0,1,1
"BP","regulation of myeloid dendritic cell cytokine production",6,0,1.00000000003266,1
"BP","positive regulation of myeloid dendritic cell cytokine production",6,0,1.00000000003266,1
"BP","regulation of plasmacytoid dendritic cell cytokine production",1,0,1.00000000002825,1
"BP","negative regulation of plasmacytoid dendritic cell cytokine production",1,0,1.00000000002825,1
"BP","antigen processing and presentation following phagocytosis",1,0,0.999999999975538,1
"BP","MyD88-dependent toll-like receptor signaling pathway",21,0,1,1
"BP","MyD88-independent toll-like receptor signaling pathway",16,0,1,1
"BP","regulation of antimicrobial humoral response",12,0,1,1
"BP","positive regulation of antimicrobial humoral response",8,0,1,1
"BP","immune response-inhibiting signal transduction",11,0,1,1
"BP","immune response-inhibiting cell surface receptor signaling pathway",9,0,1,1
"BP","natural killer cell inhibitory signaling pathway",3,0,1.00000000006306,1
"BP","Fc receptor mediated inhibitory signaling pathway",5,0,1.00000000002884,1
"BP","antimicrobial peptide production",11,0,1,1
"BP","antimicrobial peptide secretion",1,0,0.999999999997063,1
"BP","antimicrobial peptide biosynthetic process",3,0,0.999999999996024,1
"BP","antibacterial peptide production",9,0,1,1
"BP","antibacterial peptide secretion",1,0,0.999999999997063,1
"BP","antibacterial peptide biosynthetic process",3,0,0.999999999996024,1
"BP","regulation of antimicrobial peptide production",8,0,1,1
"BP","negative regulation of antimicrobial peptide production",1,0,0.999999999971605,1
"BP","regulation of antibacterial peptide production",6,0,1.00000000003845,1
"BP","negative regulation of antibacterial peptide production",1,0,0.999999999971605,1
"BP","positive regulation of antibacterial peptide production",4,0,0.999999999987561,1
"BP","biosynthetic process of antibacterial peptides active against Gram-negative bacteria",1,0,0.99999999999672,1
"BP","regulation of T-helper 1 type immune response",33,0,1,1
"BP","negative regulation of T-helper 1 type immune response",10,0,1,1
"BP","positive regulation of T-helper 1 type immune response",17,0,1,1
"BP","positive regulation of type 2 immune response",17,0,1,1
"BP","negative regulation of response to tumor cell",14,0,1,1
"BP","negative regulation of immune response to tumor cell",14,0,1,1
"BP","negative regulation of T cell mediated immune response to tumor cell",11,0,1,1
"BP","positive regulation of T cell mediated immune response to tumor cell",9,0,1,1
"BP","regulation of peripheral T cell tolerance induction",1,0,0.999999999979074,1
"BP","positive regulation of peripheral T cell tolerance induction",1,0,0.999999999979074,1
"BP","regulation of T cell mediated cytotoxicity directed against tumor cell target",2,0,1.00000000002979,1
"BP","positive regulation of T cell mediated cytotoxicity directed against tumor cell target",2,0,1.00000000002979,1
"BP","regulation of natural killer cell mediated immune response to tumor cell",10,0,1,1
"BP","negative regulation of natural killer cell mediated immune response to tumor cell",3,0,1.00000000003192,1
"BP","positive regulation of natural killer cell mediated immune response to tumor cell",7,0,1,1
"BP","regulation of natural killer cell mediated cytotoxicity directed against tumor cell target",9,0,1,1
"BP","negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target",3,0,1.00000000003192,1
"BP","positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target",6,0,1.00000000002137,1
"BP","negative regulation of acute inflammatory response to antigenic stimulus",6,0,1.00000000004249,1
"BP","T cell anergy",9,0,1,1
"BP","regulation of chronic inflammatory response to antigenic stimulus",3,0,1.00000000001503,1
"BP","negative regulation of chronic inflammatory response to antigenic stimulus",1,0,0.999999999995555,1
"BP","positive regulation of chronic inflammatory response to antigenic stimulus",2,0,1.00000000002071,1
"BP","regulation of acute inflammatory response to non-antigenic stimulus",2,0,1.00000000004322,1
"BP","positive regulation of acute inflammatory response to non-antigenic stimulus",2,0,1.00000000004322,1
"BP","regulation of chronic inflammatory response to non-antigenic stimulus",1,0,1.00000000000998,1
"BP","positive regulation of chronic inflammatory response to non-antigenic stimulus",1,0,1.00000000000998,1
"BP","negative regulation of hypersensitivity",2,0,1.00000000001104,1
"BP","negative regulation of myeloid leukocyte mediated immunity",10,0,1,1
"BP","regulation of central B cell tolerance induction",1,0,1.00000000001479,1
"BP","positive regulation of central B cell tolerance induction",1,0,1.00000000001479,1
"BP","mature B cell apoptotic process",4,0,1.00000000003154,1
"BP","positive regulation of B cell apoptotic process",4,0,0.999999999999996,1
"BP","regulation of mature B cell apoptotic process",4,0,1.00000000003154,1
"BP","negative regulation of mature B cell apoptotic process",4,0,1.00000000003154,1
"BP","regulation of lymphocyte anergy",9,0,1,1
"BP","positive regulation of lymphocyte anergy",6,0,1.00000000002714,1
"BP","negative regulation of humoral immune response",17,0,1,1
"BP","regulation of humoral immune response mediated by circulating immunoglobulin",15,0,1,1
"BP","negative regulation of humoral immune response mediated by circulating immunoglobulin",9,0,1,1
"BP","positive regulation of humoral immune response mediated by circulating immunoglobulin",6,0,1.00000000006097,1
"BP","tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation",3,0,1.0000000000007,1
"BP","trabecular meshwork development",2,0,1.00000000006252,1
"BP","response to ischemia",63,0,1,1
"BP","lipid hydroxylation",7,0,1,1
"BP","desmosome organization",15,0,1,1
"BP","bradykinin biosynthetic process",1,0,0.999999999980533,1
"BP","tRNA N1-guanine methylation",3,0,1.00000000000144,1
"BP","tRNA N2-guanine methylation",2,0,1.00000000004142,1
"BP","synoviocyte proliferation",5,0,1.00000000001181,1
"BP","tRNA dihydrouridine synthesis",4,0,0.999999999991101,1
"BP","tRNA C5-cytosine methylation",2,0,1.00000000000756,1
"BP","tRNA threonylcarbamoyladenosine modification",5,0,1.0000000000715,1
"BP","voluntary skeletal muscle contraction",5,0,1.00000000006316,1
"BP","involuntary skeletal muscle contraction",5,0,1.00000000001556,1
"BP","respiratory system process",50,0,1,1
"BP","lymph circulation",2,0,1.00000000003686,1
"BP","regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback",1,0,0.999999999990079,1
"BP","regulation of systemic arterial blood pressure by carotid body chemoreceptor signaling",2,0,1.00000000002002,1
"BP","detection of hypoxic conditions in blood by carotid body chemoreceptor signaling",2,0,1.00000000002002,1
"BP","detection of oxygen",5,0,1.0000000000239,1
"BP","regulation of systemic arterial blood pressure by atrial natriuretic peptide",2,0,1.00000000006912,1
"BP","regulation of the force of heart contraction by chemical signal",6,0,1.00000000000499,1
"BP","hormonal regulation of the force of heart contraction",1,0,0.999999999941175,1
"BP","regulation of heart rate by chemical signal",6,0,0.999999999998404,1
"BP","regulation of heart rate by hormone",3,0,0.999999999991264,1
"BP","positive regulation of heart rate by epinephrine",1,0,1.00000000004053,1
"BP","regulation of systemic arterial blood pressure by acetylcholine",1,0,0.999999999989083,1
"BP","acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure",1,0,0.999999999989083,1
"BP","regulation of systemic arterial blood pressure by neurotransmitter",1,0,0.999999999989083,1
"BP","renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure",9,0,1,1
"BP","negative regulation of renal output by angiotensin",1,0,0.999999999979484,1
"BP","positive regulation of systemic arterial blood pressure",17,0,1,1
"BP","negative regulation of systemic arterial blood pressure",26,0,1,1
"BP","renal water homeostasis",26,0,1,1
"BP","renal water retention",1,0,1.00000000000211,1
"BP","regulation of glomerular filtration",10,0,1,1
"BP","glomerular filtration",27,0,1,1
"BP","pressure natriuresis",3,0,1.00000000001486,1
"BP","renal sodium ion transport",24,0,1,1
"BP","renal water transport",10,0,1,1
"BP","positive regulation of the force of heart contraction by chemical signal",3,0,1.00000000005313,1
"BP","regulation of systemic arterial blood pressure by endothelin",6,0,1.00000000001923,1
"BP","positive regulation of glomerular filtration",2,0,1.00000000002738,1
"BP","negative regulation of glomerular filtration",5,0,1.00000000004242,1
"BP","negative regulation of glomerular filtration by angiotensin",1,0,0.999999999979484,1
"BP","negative regulation of the force of heart contraction by chemical signal",1,0,0.999999999994596,1
"BP","detection of nodal flow",3,0,1.00000000004581,1
"BP","heart induction",8,0,1,1
"BP","mesodermal-endodermal cell signaling",1,0,0.999999999965431,1
"BP","endodermal-mesodermal cell signaling",2,0,1.00000000002403,1
"BP","primary heart field specification",3,0,1.0000000000058,1
"BP","determination of left/right asymmetry in lateral mesoderm",9,0,1,1
"BP","cardiogenic plate morphogenesis",1,0,0.999999999992674,1
"BP","embryonic heart tube formation",1,0,1.0000000000045,1
"BP","neural crest cell migration involved in heart formation",1,0,1.00000000001224,1
"BP","membranous septum morphogenesis",10,0,1,1
"BP","muscular septum morphogenesis",5,0,1.00000000003469,1
"BP","atrioventricular node development",9,0,1,1
"BP","His-Purkinje system development",7,0,1,1
"BP","Purkinje myocyte development",3,0,0.999999999999358,1
"BP","bundle of His development",6,0,1.00000000000893,1
"BP","atrioventricular bundle cell differentiation",3,0,1.00000000000585,1
"BP","Purkinje myocyte differentiation",1,0,0.999999999989769,1
"BP","coronary vein morphogenesis",2,0,1.00000000003018,1
"BP","sinoatrial valve development",2,0,0.999999999986251,1
"BP","tricuspid valve development",7,0,1,1
"BP","coronary sinus valve development",1,0,0.999999999991266,1
"BP","coronary sinus valve morphogenesis",1,0,0.999999999991266,1
"BP","sinoatrial valve morphogenesis",1,0,1.0000000000142,1
"BP","tricuspid valve morphogenesis",6,0,1.00000000005182,1
"BP","heart valve formation",15,0,1,1
"BP","aortic valve formation",2,0,1.00000000003895,1
"BP","atrioventricular valve formation",8,0,1,1
"BP","mitral valve formation",3,0,1.00000000000164,1
"BP","pulmonary valve formation",2,0,1.00000000003493,1
"BP","tricuspid valve formation",2,0,0.999999999987612,1
"BP","endocardial cushion to mesenchymal transition involved in heart valve formation",3,0,1.00000000004675,1
"BP","cardiac chamber formation",12,0,1,1
"BP","cardiac atrium formation",2,0,1.00000000003156,1
"BP","cardiac ventricle formation",8,0,1,1
"BP","cardiac right atrium morphogenesis",2,0,1.00000000004747,1
"BP","cardiac right ventricle morphogenesis",19,0,1,1
"BP","cardiac left ventricle formation",2,0,0.999999999987264,1
"BP","cardiac right ventricle formation",4,0,0.999999999991843,1
"BP","right ventricular cardiac muscle tissue morphogenesis",3,0,1.00000000001751,1
"BP","ventricular compact myocardium morphogenesis",8,0,1,1
"BP","right ventricular compact myocardium morphogenesis",1,0,1.00000000000537,1
"BP","sinus venosus development",1,0,1.00000000004421,1
"BP","sinus venosus morphogenesis",1,0,1.00000000004421,1
"BP","growth involved in heart morphogenesis",5,0,1.00000000000913,1
"BP","cardiac chamber ballooning",1,0,0.999999999999675,1
"BP","cardiac muscle tissue growth involved in heart morphogenesis",2,0,1.00000000004309,1
"BP","cell proliferation involved in heart valve morphogenesis",3,0,1.00000000005108,1
"BP","regulation of cell proliferation involved in heart valve morphogenesis",3,0,1.00000000005108,1
"BP","positive regulation of cell proliferation involved in heart valve morphogenesis",1,0,0.999999999971781,1
"BP","negative regulation of cell proliferation involved in heart valve morphogenesis",2,0,1.00000000002934,1
"BP","cardiac neural crest cell migration involved in outflow tract morphogenesis",10,0,1,1
"BP","cardioblast anterior-lateral migration",1,0,1.00000000004421,1
"BP","cardioblast migration",1,0,1.00000000004421,1
"BP","Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation",1,0,0.999999999991266,1
"BP","smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation",1,0,0.999999999974065,1
"BP","cell migration involved in endocardial cushion formation",4,0,0.999999999999917,1
"BP","endocardial cushion fusion",5,0,1.0000000000272,1
"BP","apoptotic process involved in outflow tract morphogenesis",3,0,1.00000000002196,1
"BP","apoptotic process involved in heart morphogenesis",6,0,1.00000000004171,1
"BP","atrial septum development",23,0,1,1
"BP","septum primum development",6,0,1.00000000002995,1
"BP","septum secundum development",3,0,1.0000000000316,1
"BP","atrial septum primum morphogenesis",5,0,1.00000000001856,1
"BP","atrial septum secundum morphogenesis",2,0,1.00000000003853,1
"BP","cardiac septum cell differentiation",5,0,1.00000000000523,1
"BP","atrial ventricular junction remodeling",1,0,0.999999999990157,1
"BP","Wnt signaling pathway involved in heart development",1,0,1.00000000000906,1
"BP","regulation of Wnt signaling pathway involved in heart development",1,0,1.00000000000906,1
"BP","negative regulation of Wnt signaling pathway involved in heart development",1,0,1.00000000000906,1
"BP","type B pancreatic cell differentiation",31,0,1,1
"BP","pancreatic A cell differentiation",10,0,1,1
"BP","pancreatic D cell differentiation",2,0,1.0000000000169,1
"BP","pancreatic PP cell differentiation",2,0,1.00000000004754,1
"BP","cell migration to the midline involved in heart development",1,0,1.00000000004421,1
"BP","positive regulation of blood pressure by epinephrine-norepinephrine",4,0,0.999999999979219,1
"BP","pancreatic A cell development",1,0,0.999999999992814,1
"BP","type B pancreatic cell development",24,0,1,1
"BP","pancreatic A cell fate commitment",2,0,1.00000000004754,1
"BP","type B pancreatic cell fate commitment",1,0,0.999999999996588,1
"BP","pancreatic PP cell fate commitment",2,0,1.00000000004754,1
"BP","regulation of extracellular matrix constituent secretion",8,0,1,1
"BP","positive regulation of extracellular matrix constituent secretion",3,0,1.00000000001478,1
"BP","negative regulation of extracellular matrix constituent secretion",4,0,1.0000000000237,1
"BP","corneocyte development",3,0,0.999999999979446,1
"BP","corneocyte desquamation",2,0,1.00000000002305,1
"BP","mesenchymal to epithelial transition involved in metanephros morphogenesis",11,0,1,1
"BP","metanephros morphogenesis",30,0,1,1
"BP","regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis",7,0,1,1
"BP","negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis",2,0,1.00000000004596,1
"BP","proepicardium development",2,0,1.00000000005089,1
"BP","septum transversum development",2,0,1.00000000005089,1
"BP","pericardium morphogenesis",8,0,1,1
"BP","proepicardium cell migration involved in pericardium morphogenesis",1,0,1.00000000005814,1
"BP","cardiac endothelial cell differentiation",6,0,1.00000000004351,1
"BP","pulmonary myocardium development",3,0,1.00000000002134,1
"BP","epithelial cilium movement involved in extracellular fluid movement",51,0,1,1
"BP","negative regulation of cilium movement",3,0,1.00000000003531,1
"BP","regulation of cilium beat frequency",17,0,1,1
"BP","noradrenergic neuron differentiation",11,0,1,1
"BP","noradrenergic neuron development",5,0,1.00000000004915,1
"BP","noradrenergic neuron fate commitment",1,0,0.999999999962469,1
"BP","lamellipodium assembly involved in ameboidal cell migration",1,0,1.00000000001771,1
"BP","establishment of cell polarity involved in ameboidal cell migration",3,0,1.00000000003817,1
"BP","cell-matrix adhesion involved in ameboidal cell migration",2,0,1.00000000006107,1
"BP","sphingosine-1-phosphate receptor signaling pathway",17,0,1,1
"BP","apical constriction",5,0,0.999999999995913,1
"BP","optic vesicle morphogenesis",2,0,1.00000000002815,1
"BP","retinal pigment epithelium development",10,0,1,1
"BP","optic cup formation involved in camera-type eye development",2,0,0.999999999993025,1
"BP","optic cup structural organization",1,0,0.999999999967663,1
"BP","establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis",1,0,0.999999999992325,1
"BP","chondrocyte differentiation involved in endochondral bone morphogenesis",15,0,1,1
"BP","chondrocyte morphogenesis involved in endochondral bone morphogenesis",1,0,0.999999999993284,1
"BP","chondrocyte hypertrophy",6,0,1.00000000001659,1
"BP","growth plate cartilage chondrocyte differentiation",10,0,1,1
"BP","growth plate cartilage chondrocyte proliferation",4,0,1.00000000000467,1
"BP","regulation of growth plate cartilage chondrocyte proliferation",1,0,0.999999999988837,1
"BP","growth plate cartilage axis specification",1,0,0.999999999949445,1
"BP","growth plate cartilage morphogenesis",2,0,1.00000000004122,1
"BP","growth plate cartilage chondrocyte morphogenesis",1,0,0.999999999993284,1
"BP","growth plate cartilage chondrocyte growth",3,0,1.00000000000218,1
"BP","growth plate cartilage chondrocyte development",6,0,1.00000000001809,1
"BP","chondrocyte development involved in endochondral bone morphogenesis",9,0,1,1
"BP","regulation of glycogen biosynthetic process",32,0,1,1
"BP","starch metabolic process",1,0,0.999999999987227,1
"BP","starch catabolic process",1,0,0.999999999987227,1
"BP","disaccharide metabolic process",8,0,1,1
"BP","sucrose metabolic process",1,0,1.00000000000465,1
"BP","lactose metabolic process",3,0,0.999999999997793,1
"BP","lactose biosynthetic process",2,0,1.00000000001034,1
"BP","lactose catabolic process",1,0,1,1
"BP","trehalose metabolic process",1,0,0.99999999998052,1
"BP","trehalose catabolic process",1,0,0.99999999998052,1
"BP","xylulose metabolic process",2,0,1.00000000003599,1
"BP","xylulose catabolic process",1,0,0.99999999996842,1
"BP","fructose catabolic process",3,0,1.00000000000845,1
"BP","fructose 6-phosphate metabolic process",14,0,1,1
"BP","fucose metabolic process",17,0,1,1
"BP","UDP-alpha-D-glucose metabolic process",6,0,1.00000000003797,1
"BP","galactose metabolic process",13,0,1,1
"BP","mannose metabolic process",10,0,1,1
"BP","5-phosphoribose 1-diphosphate biosynthetic process",5,0,1.00000000005281,1
"BP","inositol metabolic process",9,0,1,1
"BP","inositol biosynthetic process",3,0,1.00000000001737,1
"BP","chitin metabolic process",6,0,1.00000000002819,1
"BP","chitin catabolic process",6,0,1.00000000002819,1
"BP","glucosamine metabolic process",3,0,1.00000000006768,1
"BP","glucosamine catabolic process",2,0,1.00000000003058,1
"BP","N-acetylglucosamine catabolic process",4,0,0.999999999999069,1
"BP","UDP-N-acetylglucosamine biosynthetic process",10,0,1,1
"BP","UDP-N-acetylglucosamine catabolic process",1,0,0.999999999931339,1
"BP","N-acetylmannosamine metabolic process",2,0,1.0000000000399,1
"BP","hexitol metabolic process",2,0,1.00000000006184,1
"BP","sorbitol metabolic process",1,0,0.999999999985384,1
"BP","sorbitol catabolic process",1,0,0.999999999985384,1
"BP","glucuronate catabolic process",5,0,1.00000000001572,1
"BP","UDP-glucuronate biosynthetic process",2,0,1.00000000003606,1
"BP","ethanol metabolic process",13,0,1,1
"BP","ethanol catabolic process",12,0,1,1
"BP","glycerol metabolic process",19,0,1,1
"BP","glycerol-3-phosphate metabolic process",6,0,1.00000000002204,1
"BP","acetate metabolic process",3,0,1.00000000002095,1
"BP","acetyl-CoA biosynthetic process",23,0,1,1
"BP","pyruvate decarboxylation to acetyl-CoA",16,0,1,1
"BP","glyoxylate cycle",2,0,1.00000000003177,1
"BP","isocitrate metabolic process",5,0,1.00000000001391,1
"BP","2-oxoglutarate metabolic process",18,0,1,1
"BP","fumarate metabolic process",1,0,1.0000000000017,1
"BP","oxaloacetate metabolic process",10,0,1,1
"BP","malate metabolic process",9,0,1,1
"BP","fermentation",7,0,1,1
"BP","glycerol biosynthetic process",5,0,1.00000000002457,1
"BP","mitochondrial electron transport, succinate to ubiquinone",5,0,1.00000000000352,1
"BP","mitochondrial electron transport, ubiquinol to cytochrome c",12,0,1,1
"BP","glycerol-3-phosphate shuttle",2,0,1.00000000002675,1
"BP","purine nucleobase metabolic process",20,0,1,1
"BP","purine nucleobase catabolic process",3,0,1.0000000000291,1
"BP","guanine catabolic process",2,0,1.0000000000124,1
"BP","inosine catabolic process",2,0,1.00000000004783,1
"BP","deoxyinosine catabolic process",2,0,1.00000000004783,1
"BP","purine nucleoside catabolic process",8,0,1,1
"BP","adenosine catabolic process",4,0,0.999999999996856,1
"BP","deoxyadenosine catabolic process",3,0,1.00000000004467,1
"BP","deoxyguanosine catabolic process",2,0,1.0000000000124,1
"BP","purine ribonucleoside salvage",7,0,1,1
"BP","AMP biosynthetic process",13,0,1,1
"BP","adenine salvage",1,0,0.999999999975266,1
"BP","dAMP biosynthetic process",3,0,1.0000000000057,1
"BP","cAMP biosynthetic process",11,0,1,1
"BP","ADP biosynthetic process",5,0,1.00000000000988,1
"BP","dADP biosynthetic process",1,0,1.00000000000617,1
"BP","dATP biosynthetic process",1,0,1.00000000001254,1
"BP","GMP biosynthetic process",14,0,1,1
"BP","guanine salvage",1,0,0.999999999953902,1
"BP","cGMP biosynthetic process",13,0,1,1
"BP","GTP biosynthetic process",11,0,1,1
"BP","dGDP biosynthetic process",1,0,0.999999999961056,1
"BP","IMP biosynthetic process",11,0,1,1
"BP","'de novo' IMP biosynthetic process",6,0,1.00000000002491,1
"BP","ITP catabolic process",1,0,0.999999999969903,1
"BP","AMP catabolic process",5,0,1.0000000000293,1
"BP","GMP catabolic process to guanine",1,0,1.00000000001022,1
"BP","dGTP catabolic process",2,0,1.00000000002438,1
"BP","IMP catabolic process",5,0,1.00000000002028,1
"BP","pyrimidine nucleobase metabolic process",15,0,1,1
"BP","'de novo' pyrimidine nucleobase biosynthetic process",6,0,1.00000000001492,1
"BP","pyrimidine nucleobase catabolic process",3,0,1.00000000001663,1
"BP","thymine catabolic process",3,0,1.00000000001663,1
"BP","uracil catabolic process",2,0,1.00000000001528,1
"BP","pyrimidine nucleoside metabolic process",14,0,1,1
"BP","thymidine catabolic process",1,0,1.00000000000237,1
"BP","uridine catabolic process",2,0,1.00000000006345,1
"BP","pyrimidine nucleotide metabolic process",54,0,1,1
"BP","pyrimidine nucleotide biosynthetic process",34,0,1,1
"BP","UMP biosynthetic process",11,0,1,1
"BP","UDP biosynthetic process",5,0,1.00000000000278,1
"BP","dUMP biosynthetic process",2,0,1.00000000001335,1
"BP","dUDP biosynthetic process",2,0,1.00000000003557,1
"BP","UTP biosynthetic process",10,0,1,1
"BP","dTMP biosynthetic process",4,0,1.0000000000118,1
"BP","dTDP biosynthetic process",2,0,1.00000000003557,1
"BP","dTTP biosynthetic process",5,0,1.00000000000987,1
"BP","CTP biosynthetic process",14,0,1,1
"BP","pyrimidine nucleotide catabolic process",21,0,1,1
"BP","CMP catabolic process",5,0,0.999999999980519,1
"BP","dCMP catabolic process",6,0,1.00000000001253,1
"BP","dCTP catabolic process",1,0,0.99999999999713,1
"BP","CTP catabolic process",1,0,0.999999999965931,1
"BP","UDP catabolic process",3,0,1.00000000004587,1
"BP","UDP-alpha-D-glucose catabolic process",1,0,1.00000000000879,1
"BP","DNA replication, synthesis of primer",6,0,0.99999999998341,1
"BP","DNA strand elongation involved in DNA replication",15,0,1,1
"BP","leading strand elongation",4,0,0.999999999977235,1
"BP","lagging strand elongation",4,0,1.00000000000127,1
"BP","transcription-coupled nucleotide-excision repair",12,0,1,1
"BP","base-excision repair, AP site formation",16,0,1,1
"BP","base-excision repair, gap-filling",14,0,1,1
"BP","pyrimidine dimer repair",8,0,1,1
"BP","nucleotide-excision repair, preincision complex assembly",1,0,0.999999999965006,1
"BP","nucleotide-excision repair, DNA gap filling",5,0,0.999999999985153,1
"BP","DNA modification",29,0,1,1
"BP","DNA alkylation repair",11,0,1,1
"BP","apoptotic DNA fragmentation",19,0,1,1
"BP","meiotic gene conversion",3,0,1.00000000000013,1
"BP","DNA transposition",2,0,1.00000000001095,1
"BP","DNA replication-dependent chromatin assembly",7,0,1,1
"BP","DNA-templated transcription termination",24,0,1,1
"BP","transcription initiation at RNA polymerase I promoter",15,0,1,1
"BP","transcription elongation by RNA polymerase I",7,0,1,1
"BP","termination of RNA polymerase I transcription",4,0,0.999999999999017,1
"BP","termination of RNA polymerase II transcription",11,0,1,1
"BP","7-methylguanosine mRNA capping",7,0,1,1
"BP","adenosine to inosine editing",6,0,0.999999999992194,1
"BP","transcription initiation at RNA polymerase III promoter",8,0,1,1
"BP","tRNA splicing, via endonucleolytic cleavage and ligation",13,0,1,1
"BP","transcription initiation at mitochondrial promoter",4,0,0.999999999977221,1
"BP","transcription elongation by mitochondrial RNA polymerase",1,0,0.999999999996019,1
"BP","termination of mitochondrial transcription",2,0,1.00000000003473,1
"BP","mRNA 3'-end processing by stem-loop binding and cleavage",6,0,1.00000000001488,1
"BP","tRNA export from nucleus",3,0,1.00000000002722,1
"BP","translational termination",19,0,1,1
"BP","arginyl-tRNA aminoacylation",3,0,1.00000000005771,1
"BP","asparaginyl-tRNA aminoacylation",3,0,1.00000000002918,1
"BP","aspartyl-tRNA aminoacylation",2,0,1.00000000004247,1
"BP","cysteinyl-tRNA aminoacylation",2,0,1.00000000004439,1
